index,id,file_name,file_index,img_type,time_utc,minute_offsets,episode_id,event_id,event_type,llcrnrlat,llcrnrlon,urcrnrlat,urcrnrlon,proj,size_x,size_y,height_m,width_m,data_min,data_max,pct_missing
19511,S836260,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,226,vil,6/27/2019 3:40,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,139034,836260,Flash Flood,35.01973388,-88.95701641,38.01696044,-84.1612686,#NAME?,384,384,384000,384000,0,254,0.137708461
22598,S836260,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,198,ir107,6/27/2019 3:40,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,139034,836260,Flash Flood,35.01973388,-88.95701641,38.01696044,-84.1612686,#NAME?,192,192,384000,384000,-70.34098816,22.25915337,0
29423,S836260,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,199,ir069,6/27/2019 3:40,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,139034,836260,Flash Flood,35.01973388,-88.95701641,38.01696044,-84.1612686,#NAME?,192,192,384000,384000,-71.30230713,-18.8152256,0
72415,S836260,lght/2019/SEVIR_LGHT_ALLEVENTS_2019_0601_0701.h5,0,lght,6/27/2019 3:40,,139034,836260,Flash Flood,35.01973388,-88.95701641,38.01696044,-84.1612686,#NAME?,48,48,384000,384000,0,234206,0
19512,S825708,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,227,vil,5/6/2019 0:21,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,137483,825708,Hail,34.22544586,-103.3088486,37.79620765,-99.18366759,#NAME?,384,384,384000,384000,0,254,0.245693492
19513,S816052,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,228,vil,4/15/2019 3:26,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,134704,816052,Thunderstorm Wind,39.16512408,-80.76246625,41.75383942,-75.28001918,#NAME?,384,384,384000,384000,0,254,0
22599,S816052,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,199,ir107,4/15/2019 3:26,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,134704,816052,Thunderstorm Wind,39.16512408,-80.76246625,41.75383942,-75.28001918,#NAME?,192,192,384000,384000,-63.15066528,15.80579758,0.000188226
29424,S816052,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,200,ir069,4/15/2019 3:26,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,134704,816052,Thunderstorm Wind,39.16512408,-80.76246625,41.75383942,-75.28001918,#NAME?,192,192,384000,384000,-65.0234375,-17.59693146,0.000456172
19514,S837009,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,229,vil,6/22/2019 7:42,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,139153,837009,Thunderstorm Wind,36.59132463,-100.3523404,40.05116561,-95.95582957,#NAME?,384,384,384000,384000,0,254,0.084027003
22600,S837009,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,200,ir107,6/22/2019 7:42,-123:-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117,139153,837009,Thunderstorm Wind,36.59132463,-100.3523404,40.05116561,-95.95582957,#NAME?,192,192,384000,384000,-80.95592499,23.32723427,0
29425,S837009,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,201,ir069,6/22/2019 7:42,-123:-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117,139153,837009,Thunderstorm Wind,36.59132463,-100.3523404,40.05116561,-95.95582957,#NAME?,192,192,384000,384000,-80.85111237,-14.85764313,0
72428,S837009,lght/2019/SEVIR_LGHT_ALLEVENTS_2019_0601_0701.h5,0,lght,6/22/2019 7:42,,139153,837009,Thunderstorm Wind,36.59132463,-100.3523404,40.05116561,-95.95582957,#NAME?,48,48,384000,384000,0,297986,0
19515,S823822,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,230,vil,5/20/2019 18:19,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,137246,823822,Hail,35.04672185,-97.14344037,38.38486916,-92.69542185,#NAME?,384,384,384000,384000,0,254,0
22601,S823822,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,201,ir107,5/20/2019 18:19,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,137246,823822,Hail,35.04672185,-97.14344037,38.38486916,-92.69542185,#NAME?,192,192,384000,384000,-76.27561188,25.39595413,0
29426,S823822,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,202,ir069,5/20/2019 18:19,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,137246,823822,Hail,35.04672185,-97.14344037,38.38486916,-92.69542185,#NAME?,192,192,384000,384000,-76.07085419,-23.54401398,0
19516,S823852,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,231,vil,6/22/2019 9:04,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,137248,823852,Thunderstorm Wind,32.0330719,-82.80406191,34.77006758,-77.98194874,#NAME?,384,384,384000,384000,0,254,0.163265306
22602,S823852,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,202,ir107,6/22/2019 9:04,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,137248,823852,Thunderstorm Wind,32.0330719,-82.80406191,34.77006758,-77.98194874,#NAME?,192,192,384000,384000,-74.74308777,24.29788017,0
29427,S823852,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,203,ir069,6/22/2019 9:04,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,137248,823852,Thunderstorm Wind,32.0330719,-82.80406191,34.77006758,-77.98194874,#NAME?,192,192,384000,384000,-76.53358459,-15.41156101,0
72315,S823852,lght/2019/SEVIR_LGHT_ALLEVENTS_2019_0601_0701.h5,0,lght,6/22/2019 9:04,,137248,823852,Thunderstorm Wind,32.0330719,-82.80406191,34.77006758,-77.98194874,#NAME?,48,48,384000,384000,0,267832,0
19517,S826362,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,232,vil,5/6/2019 19:08,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,137555,826362,Thunderstorm Wind,24.30818962,-82.55210449,27.09263878,-78.18495889,#NAME?,384,384,384000,384000,0,254,0
22603,S826362,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,203,ir107,5/6/2019 19:08,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,137555,826362,Thunderstorm Wind,24.30818962,-82.55210449,27.09263878,-78.18495889,#NAME?,192,192,384000,384000,-75.27009583,30.12267876,0
29428,S826362,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,204,ir069,5/6/2019 19:08,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,137555,826362,Thunderstorm Wind,24.30818962,-82.55210449,27.09263878,-78.18495889,#NAME?,192,192,384000,384000,-78.94643402,-23.13074493,0
19518,S820768,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,233,vil,6/15/2019 23:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,136769,820768,Heavy Rain,27.58022985,-84.66610639,30.43248497,-80.18765699,#NAME?,384,384,384000,384000,0,250,0.306122449
22604,S820768,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,204,ir107,6/15/2019 23:00,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,136769,820768,Heavy Rain,27.58022985,-84.66610639,30.43248497,-80.18765699,#NAME?,192,192,384000,384000,-74.10910034,29.75192833,0
29429,S820768,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,205,ir069,6/15/2019 23:00,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,136769,820768,Heavy Rain,27.58022985,-84.66610639,30.43248497,-80.18765699,#NAME?,192,192,384000,384000,-76.71890259,-11.76484966,0
72278,S820768,lght/2019/SEVIR_LGHT_ALLEVENTS_2019_0601_0701.h5,0,lght,6/15/2019 23:00,,136769,820768,Heavy Rain,27.58022985,-84.66610639,30.43248497,-80.18765699,#NAME?,48,48,384000,384000,0,205527,0
19519,S819453,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,234,vil,5/7/2019 22:00,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,136571,819453,Tornado,40.43457984,-116.2433098,44.43360556,-112.499857,#NAME?,384,384,384000,384000,0,227,0.368344815
22605,S819453,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,205,ir107,5/7/2019 22:00,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,136571,819453,Tornado,40.43457984,-116.2433098,44.43360556,-112.499857,#NAME?,192,192,384000,384000,-55.57847977,29.75226021,0
29430,S819453,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,206,ir069,5/7/2019 22:00,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,136571,819453,Tornado,40.43457984,-116.2433098,44.43360556,-112.499857,#NAME?,192,192,384000,384000,-57.03515244,-25.82693481,0
19520,S817502,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,235,vil,5/17/2019 0:51,-121:-116:-111:-106:-101:-96:-91:-86:-81:-76:-71:-66:-61:-56:-51:-46:-41:-36:-31:-26:-21:-16:-11:-6:-1:4:9:14:19:24:29:34:39:44:49:54:59:64:69:74:79:84:89:94:99:104:109:114:119,136229,817502,Hail,30.52520797,-106.1184595,34.19625663,-102.2836277,#NAME?,384,384,384000,384000,0,254,0.183673469
22606,S817502,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,206,ir107,5/17/2019 0:51,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,136229,817502,Hail,30.52520797,-106.1184595,34.19625663,-102.2836277,#NAME?,192,192,384000,384000,-66.06667328,35.13965988,0
29431,S817502,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,207,ir069,5/17/2019 0:51,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,136229,817502,Hail,30.52520797,-106.1184595,34.19625663,-102.2836277,#NAME?,192,192,384000,384000,-70.28139496,-21.32685661,0
19521,S798757,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,236,vil,2/27/2019 4:32,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,133503,798757,Flash Flood,28.03612964,-96.96463472,31.38748426,-92.88523434,#NAME?,384,384,384000,384000,0,254,0
22607,S798757,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,207,ir107,2/27/2019 4:32,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,133503,798757,Flash Flood,28.03612964,-96.96463472,31.38748426,-92.88523434,#NAME?,192,192,384000,384000,-63.66892624,17.00739098,0
29432,S798757,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,208,ir069,2/27/2019 4:32,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,133503,798757,Flash Flood,28.03612964,-96.96463472,31.38748426,-92.88523434,#NAME?,192,192,384000,384000,-64.03517914,-13.98484039,0
19522,S818815,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,237,vil,4/24/2019 2:43,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,135810,818815,Thunderstorm Wind,31.099043,-99.34197093,34.53016457,-95.20611946,#NAME?,384,384,384000,384000,0,254,0
22608,S818815,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,208,ir107,4/24/2019 2:43,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,135810,818815,Thunderstorm Wind,31.099043,-99.34197093,34.53016457,-95.20611946,#NAME?,192,192,384000,384000,-72.05665588,16.73819733,0
29433,S818815,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,209,ir069,4/24/2019 2:43,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,135810,818815,Thunderstorm Wind,31.099043,-99.34197093,34.53016457,-95.20611946,#NAME?,192,192,384000,384000,-72.69905853,-14.0206213,0
19523,S817736,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,238,vil,5/17/2019 21:43,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,136230,817736,Tornado,28.99151916,-104.4434169,32.60828874,-100.6025184,#NAME?,384,384,384000,384000,0,254,0
22609,S817736,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,209,ir107,5/17/2019 21:43,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,136230,817736,Tornado,28.99151916,-104.4434169,32.60828874,-100.6025184,#NAME?,192,192,384000,384000,-74.95031738,53.65944672,0
29434,S817736,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,210,ir069,5/17/2019 21:43,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,136230,817736,Tornado,28.99151916,-104.4434169,32.60828874,-100.6025184,#NAME?,192,192,384000,384000,-78.08989716,-18.3685112,0
19524,S819134,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,239,vil,5/28/2019 20:34,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,136493,819134,Lightning,28.79710458,-83.9594273,31.60945612,-79.38640233,#NAME?,384,384,384000,384000,0,254,0
22610,S819134,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,210,ir107,5/28/2019 20:34,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,136493,819134,Lightning,28.79710458,-83.9594273,31.60945612,-79.38640233,#NAME?,192,192,384000,384000,-77.02939606,38.60146332,0
29435,S819134,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,211,ir069,5/28/2019 20:34,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,136493,819134,Lightning,28.79710458,-83.9594273,31.60945612,-79.38640233,#NAME?,192,192,384000,384000,-78.82325745,-15.87911606,0
19525,S824470,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,240,vil,5/29/2019 21:35,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,137354,824470,Tornado,38.11285957,-91.56901966,41.21194911,-86.65414461,#NAME?,384,384,384000,384000,0,254,0
19526,S836515,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,241,vil,6/27/2019 22:15,-120:-115:-110:-105:-100:-95:-90:-85:-80:-75:-70:-65:-60:-55:-50:-45:-40:-35:-30:-25:-20:-15:-10:-5:0:5:10:15:20:25:30:35:40:45:50:55:60:65:70:75:80:85:90:95:100:105:110:115:120,139080,836515,Thunderstorm Wind,45.41432018,-112.9808667,49.33144145,-108.7499825,#NAME?,384,384,384000,384000,0,254,0.404145464
22611,S836515,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,211,ir107,6/27/2019 22:15,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,139080,836515,Thunderstorm Wind,45.41432018,-112.9808667,49.33144145,-108.7499825,#NAME?,192,192,384000,384000,-69.42563629,27.99102974,0
29436,S836515,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,212,ir069,6/27/2019 22:15,-122:-117:-112:-107:-102:-97:-92:-87:-82:-77:-72:-67:-62:-57:-52:-47:-42:-37:-32:-27:-22:-17:-12:-7:-2:3:8:13:18:23:28:33:38:43:48:53:58:63:68:73:78:83:88:93:98:103:108:113:118,139080,836515,Thunderstorm Wind,45.41432018,-112.9808667,49.33144145,-108.7499825,#NAME?,192,192,384000,384000,-69.46183777,-25.737957,0
72419,S836515,lght/2019/SEVIR_LGHT_ALLEVENTS_2019_0601_0701.h5,0,lght,6/27/2019 22:15,,139080,836515,Thunderstorm Wind,45.41432018,-112.9808667,49.33144145,-108.7499825,#NAME?,48,48,384000,384000,0,366600,0
19527,S804333,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,242,vil,3/9/2019 15:29,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,134298,804333,Thunderstorm Wind,31.30144541,-97.0753438,34.6463859,-92.83888101,#NAME?,384,384,384000,384000,0,254,0
22612,S804333,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,212,ir107,3/9/2019 15:29,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,134298,804333,Thunderstorm Wind,31.30144541,-97.0753438,34.6463859,-92.83888101,#NAME?,192,192,384000,384000,-73.01208496,28.38923264,0
29437,S804333,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,213,ir069,3/9/2019 15:29,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,134298,804333,Thunderstorm Wind,31.30144541,-97.0753438,34.6463859,-92.83888101,#NAME?,192,192,384000,384000,-72.93438721,-11.65079784,0
19528,S808005,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,243,vil,3/27/2019 13:03,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,134810,808005,Hail,26.90729854,-82.96272348,29.68919271,-78.46734405,#NAME?,384,384,384000,384000,0,254,0
22613,S808005,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,213,ir107,3/27/2019 13:03,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,134810,808005,Hail,26.90729854,-82.96272348,29.68919271,-78.46734405,#NAME?,192,192,384000,384000,-50.55966568,25.62614441,0
29438,S808005,ir069/2019/SEVIR_IR069_STORMEVENTS_2019_0101_0630.h5,214,ir069,3/27/2019 13:03,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,134810,808005,Hail,26.90729854,-82.96272348,29.68919271,-78.46734405,#NAME?,192,192,384000,384000,-52.96735764,-8.251582146,0
19529,S827358,vil/2019/SEVIR_VIL_STORMEVENTS_2019_0101_0630.h5,244,vil,5/7/2019 20:13,-118:-113:-108:-103:-98:-93:-88:-83:-78:-73:-68:-63:-58:-53:-48:-43:-38:-33:-28:-23:-18:-13:-8:-3:2:7:12:17:22:27:32:37:42:47:52:57:62:67:72:77:82:87:92:97:102:107:112:117:122,137560,827358,Thunderstorm Wind,25.2816879,-82.37222551,28.0502078,-77.94821841,#NAME?,384,384,384000,384000,0,254,0
22614,S827358,ir107/2019/SEVIR_IR107_STORMEVENTS_2019_0101_0630.h5,214,ir107,5/7/2019 20:13,-119:-114:-109:-104:-99:-94:-89:-84:-79:-74:-69:-64:-59:-54:-49:-44:-39:-34:-29:-24:-19:-14:-9:-4:1:6:11:16:21:26:31:36:41:46:51:56:61:66:71:76:81:86:91:96:101:106:111:116:121,137560,827358,Thunderstorm Wind,25.2816879,-82.37222551,28.0502078,-77.94821841,#NAME?,192,192,384000,384000,-67.68000031,35.64022064,0
